Variation ID	Chromosome	Trait	p-Value	Catalogue ID	Risk Allele	Allele Frequency	Population	Region	Genes	Platform	PubMed
rs56337234	chr4	Type 2 diabetes	7E-10	rs56337234	rs56337234-C	0.28	36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls	4p16.3	MAEA	Illumina [12557761] (imputed)	30718926
rs56337234	chr4	Type 2 diabetes	2E-10	rs56337234	rs56337234-?	None	approximately 459,000 European ancestry individuals	4p16.3		NR [~ 8900000] (imputed)	30595370
rs56337234	chr4	Type 2 diabetes	9E-18	rs56337234	rs56337234-C	0.5026	74,124 European ancestry cases, 824,006 European ancestry controls	4p16.3	MAEA	Affymetrix, Illumina [~ 27000000] (imputed)	30297969
rs7672495	chr4	Pediatric autoimmune diseases	1E-7	rs7672495	rs7672495-C	0.18	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	4p16.2	CYTL1	Illumina [7347414] (imputed)	26301688
rs78031527	chr4	Coronary artery disease in type 1 diabetes	5E-6	rs78031527	None	0.201	434 European ancestry cases with coronary artery disease, 3,123 European ancestry cases without coronary artery disease	4p16.1	JAKMIP1	Illumina [6728637] (imputed)	29695241
rs317865	chr4	Kidney disease (early stage) in type 1 diabetes	2E-6	rs317865	rs317865-G	0.12	555 European ancestry cases, 245 cases, 1,903 European ancestry controls, 690 controls	4p15.32	None	Illumina [NR] (imputed)	27647854
rs10517086	chr4	Type 1 diabetes	5E-10	rs10517086	None	0.30	7,514 European ancestry cases, 9,045 European ancestry controls	4p15.2	intergenic	Affymetrix, Illumina [841622] (imputed)	19430480
rs337637	chr4	White blood cell count	2E-24	rs337637	None	0.353088	746,667 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	4p14	None	Affymetrix, Illumina [24649327] (imputed)	32888493
rs71597855	chr4	Foot ulcer and neuropathy in diabetes	1E-7	rs71597855	rs71597855-?	None	662 European ancestry type 2 diabetes and neuropathy cases, 37 European ancestry type 1 diabetes and neuropathy cases, 4,250 European ancestry type 1 and type 2 diabetes controls	4q12	None	Affymetrix, Illumina [6706850] (imputed)	28672053
rs191449639	chr4	Diabetic nephropathy in type 1 diabetes	1E-8	rs191449639	rs191449639-A	0.005	4,948 European ancestry cases, 12,076 European ancestry controls	4q13.3	MUC7	Illumina [up to 49000000] (imputed)	31537649
rs61277444	chr4	Kidney disease (end stage renal disease vs normoalbuminuria) in type 1 diabetes	6E-6	rs61277444	rs61277444-G	0.08	729 European ancestry cases, 84 cases, 1,903 European ancestry controls, 491 controls	4q21.3	PTPN13	Illumina [NR] (imputed)	27647854
rs61277444	chr4	Kidney disease (end stage renal disease vs non-end stage renal disease) in type 1 diabetes	2E-6	rs61277444	rs61277444-G	0.08	729 European ancestry cases, 84 cases, 3,290 European ancestry controls, 705 controls	4q21.3	PTPN13	Illumina [NR] (imputed)	27647854
rs7679475	chr4	Type 1 diabetes and autoimmune thyroid diseases	4E-10	rs7679475	rs7679475-A	None	346 European ancestry cases, 727 European ancestry controls	4q27	GPR103	Illumina [514008]	25936594
rs4505848	chr4	Type 1 diabetes	5E-13	rs4505848	None	None	7,514 European ancestry cases, 9,045 European ancestry controls	4q27	IL2	Affymetrix, Illumina [841622] (imputed)	19430480
rs6534347	chr4	Type 1 diabetes	2E-6	rs6534347	rs6534347-A	0.35	1,963 European ancestry cases, 2,938 European ancestry controls	4q27	None	Affymetrix [469557]	17554300
rs75793288	chr4	Type 1 diabetes	6E-13	rs75793288	rs75793288-G	0.36	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	4q27	IL2, IL21	Illumina [135870]	25751624
rs17388568	chr4	Self-reported allergy	4E-8	rs17388568	None	0.2748	53,862 European ancestry individuals	4q27	ADAD1	Illumina [2400000] (imputed)	23817569
rs17388568	chr4	Type 1 diabetes	6E-6	rs17388568	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	4q27	ADAD1	Affymetrix, Illumina [NR]	21829393
rs17388568	chr4	Ulcerative colitis	9E-7	rs17388568	None	0.27	6,687 European ancestry cases, 19,718 European ancestry controls	4q27	IL2, ADAD1, IL21	Affymetrix, Illumina [~ 1100000] (imputed)	21297633
rs17388568	chr4	Type 1 diabetes	3E-6	rs17388568	None	0.26	1,963 European ancestry cases, 2,938 European ancestry controls	4q27	None	Affymetrix [469557]	17554300
rs2069762	chr4	Type 1 diabetes	5E-7	rs2069762	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	4q27	IL2	Affymetrix, Illumina [NR]	21829393
rs62324212	chr4	Atopic asthma	1E-14	rs62324212	None	None	23,982 European ancestry cases, 393,169 European ancestry controls	4q27	None	Affymetrix [~ 8270000] (imputed)	31669095
rs62324212	chr4	Asthma (childhood onset)	3E-13	rs62324212	None	None	13,435 European ancestry cases, 393,186 European ancestry controls	4q27	None	Affymetrix [~ 8270000] (imputed)	31669095
rs62324212	chr4	Eosinophil counts	1E-23	rs62324212	None	None	approximately 440,000 European ancestry individuals	4q27		NR [~ 8900000] (imputed)	30595370
rs62324212	chr4	Eosinophil percentage of white cells	5E-9	rs62324212	None	0.4408	172,378 European ancestry individuals	4q27	IL21-AS1	Affymetrix [~ 2500000] (imputed)	27863252
rs62324212	chr4	Pediatric autoimmune diseases	3E-8	rs62324212	None	0.42	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	4q27	IL21	Illumina [7347414] (imputed)	26301688
rs2611215	chr4	Type 1 diabetes	2E-11	rs2611215	None	0.15	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	4q32.3	Intergenic	Illumina [135870]	25751624
rs145681168	chr4	Microalbuminuria in type 1 diabetes	2E-7	rs145681168	rs145681168-G	0.014	2,447 European ancestry cases, 12,113 European ancestry controls	4q34.1	HAND2-AS1	Illumina [up to 49000000] (imputed)	31537649
rs11723864	chr4	Type 1 diabetes nephropathy	7E-7	rs11723864	rs11723864-G	0.11	Up to 2,916 European ancestry Type 1 Diabetes cases with nephropathy, 3,315 European ancestry Type 1 Diabetes cases without nephropathy	4q34.1	intergenic	Affymetrix, Illumina [~ 2500000] (imputed)	23028342
rs11725853	chr4	Urinary albumin excretion rate in type 1 diabetes	8E-7	rs11725853	rs11725853-A	0.15	1,925 European ancestry cases	4q34.1	GLRA3	Illumina [2400000] (imputed)	24595857
rs7660520	chr4	Pediatric autoimmune diseases	8E-11	rs7660520	rs7660520-A	0.26	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	4q35.1	TNM3	Illumina [7347414] (imputed)	26301688
rs12644905	chr4	Fulminant type 1 diabetes	4E-6	rs12644905	rs12644905-C	None	257 Japanese ancestry cases, 419 Japanese ancestry controls	4q35.1	ACSL1	Affymetrix [426851] (imputed)	30552108
rs143537377	chr5	Coronary artery disease in type 1 diabetes	8E-6	rs143537377	None	0.096	434 European ancestry cases with coronary artery disease, 3,123 European ancestry cases without coronary artery disease	5p15.2	ROPN1L	Illumina [6728637] (imputed)	29695241
rs6897932	chr5	Primary biliary cholangitis	6E-9	rs6897932	None	0.195130086724483	1,381 Japanese ancestry cases, 1,505 Japanese ancestry controls	5p13.2	IL7R	Affymetrix [425290]	28062665
rs6897932	chr5	Multiple sclerosis	2E-8	rs6897932	None	None	9,772 European ancestry cases, 16,849 European ancestry controls	5p13.2	IL7R	Illumina [465434]	21833088
rs6897932	chr5	Multiple sclerosis	2E-6	rs6897932	None	0.75	2,624 European ancestry cases, 7,220 European ancestry controls	5p13.2	IL7R	Affymetrix, Illumina [~ 2560000] (imputed)	19525953
rs6897932	chr5	Multiple sclerosis	3E-7	rs6897932	None	0.75	931 European ancestry trios, 2,431 European ancestry controls	5p13.2	IL7RA	Affymetrix [334923]	17660530
rs6897932	chr5	Type 1 diabetes	8E-6	rs6897932	None	0.71	2,000 European ancestry cases, 3,000 European ancestry controls	5p13.2	IL7R	Affymetrix [NR]	17554260
rs11954020	chr5	Type 1 diabetes	4E-8	rs11954020	None	0.39	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	5p13.2	IL7R	Illumina [135870]	25751624
rs1445898	chr5	Type 1 diabetes	8E-6	rs1445898	None	0.55	2,000 European ancestry cases, 3,000 European ancestry controls	5p13.2	CAPSL	Affymetrix [NR]	17554260
rs7725052	chr5	Allergic disease (asthma, hay fever or eczema)	2E-14	rs7725052	None	0.6082	106,772 European ancestry cases, 239,773 European ancestry controls	5p13.1	None	Affymetrix [15688218] (imputed)	31361310
rs7725052	chr5	Eczema	1E-22	rs7725052	None	None	approximately 459,000 European ancestry individuals	5p13.1		NR [~ 8900000] (imputed)	30595370
rs7725052	chr5	Pediatric autoimmune diseases	8E-11	rs7725052	None	0.43	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	5p13.1	PTGER4	Illumina [7347414] (imputed)	26301688
rs10213692	chr5	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	3E-11	rs10213692	rs10213692-?	0.75	2,816 European ancestry cases, 13,056 European ancestry controls	5q11.2	ANKRD55	Illumina [123003]	23603761
rs7731626	chr5	Multiple sclerosis	4E-15	rs7731626	rs7731626-G	None	14,802 European and unknown ancestry cases, 26,703 European and unknown ancestry controls	5q11.2	ANKRD55	Affymetrix, Illumina [8278136] (imputed)	31604244
rs7731626	chr5	Rheumatoid arthritis	2E-22	rs7731626	rs7731626-A	None	916 African American cases, 1,392 African American controls,	5q11.2	ANKRD55	Illumina [8380626] (imputed)	30423114
rs7731626	chr5	Rheumatoid arthritis	8E-23	rs7731626	rs7731626-A	0.37	916 African American cases, 1,392 African American controls,	5q11.2	ANKRD55	Illumina [8380626] (imputed)	30423114
rs7731626	chr5	Pediatric autoimmune diseases	1E-10	rs7731626	rs7731626-A	0.39	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	5q11.2	ANKRD55	Illumina [7347414] (imputed)	26301688
rs7731626	chr5	Rheumatoid arthritis	8E-23	rs7731626	rs7731626-G	0.63	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	5q11.2	ANKRD55	Affymetrix, Illumina [up to 9739303] (imputed)	24390342
rs115829748	chr5	Coronary artery disease in type 1 diabetes	1E-9	rs115829748	None	0.04	434 European ancestry cases with coronary artery disease, 3,123 European ancestry cases without coronary artery disease	5q13.2	MAP1B	Illumina [6728637] (imputed)	29695241
rs4869313	chr5	Pediatric autoimmune diseases	9E-8	rs4869313	rs4869313-T	0.42	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	5q15	ERAP2	Illumina [7347414] (imputed)	26301688
rs114378220	chr5	Lymphocyte counts	9E-21	rs114378220	rs114378220-T	0.07111	643,370 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	5q22.1	None	Affymetrix, Illumina [23472807] (imputed)	32888493
rs114378220	chr5	Lymphocyte counts	9E-24	rs114378220	rs114378220-T	0.073614	524,923 European ancestry individuals	5q22.1	None	Affymetrix, Illumina [50265552] (imputed)	32888493
rs114378220	chr5	Autoimmune thyroid disease	3E-11	rs114378220	rs114378220-T	0.071	30,234 European ancestry cases, 724,172 European ancestry controls	5q22.1	CAMK4	Affymetrix, Illumina [42900000] (imputed)	32581359
rs114378220	chr5	Medication use (thyroid preparations)	7E-9	rs114378220	rs114378220-T	0.0637665	24,832 European ancestry cases, 280,750 European ancestry controls	5q22.1	CAMK4	Affymetrix [7288503] (imputed)	31015401
rs114378220	chr5	Hypothyroidism	4E-11	rs114378220	rs114378220-?	None	approximately 459,000 European ancestry individuals	5q22.1		NR [~ 8900000] (imputed)	30595370
rs114378220	chr5	Autoimmune traits	6E-8	rs114378220	rs114378220-?	None	approximately 459,000 European ancestry individuals	5q22.1		NR [~ 8900000] (imputed)	30595370
rs149641852	chr5	Chronic kidney disease (end stage renal disease vs. normal eGFR) in type 1 diabetes	1E-8	rs149641852	rs149641852-T	0.012	2,235 European ancestry cases, 14,993 European ancestry controls	5q23.2	SNCAIP	Illumina [up to 49000000] (imputed)	31537649
rs11741255	chr5	Basophil count	1E-11	rs11741255	rs11741255-A	0.425227	474,001 European ancestry individuals	5q31.1	None	Affymetrix, Illumina [50036608] (imputed)	32888493
rs11741255	chr5	Itch intensity from mosquito bite adjusted by bite size	6E-13	rs11741255	rs11741255-G	0.579	41,355 European ancestry men and 43,369 European ancestry women	5q31.1	C5orf56	Illumina [13520550] (imputed)	28199695
rs11741255	chr5	Itch intensity from mosquito bite adjusted by bite size	3E-23	rs11741255	rs11741255-G	0.579	41,355 European ancestry men and 43,369 European ancestry women	5q31.1	C5orf56	Illumina [13520550] (imputed)	28199695
rs11741255	chr5	Pediatric autoimmune diseases	2E-9	rs11741255	rs11741255-A	0.42	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	5q31.1	IL5	Illumina [7347414] (imputed)	26301688
rs17166496	chr5	Type 1 diabetes	5E-6	rs17166496	rs17166496-G	0.61	1,963 European ancestry cases, 2,938 European ancestry controls	5q31.1	None	Affymetrix [469557]	17554300
rs755374	chr5	Pediatric autoimmune diseases	2E-10	rs755374	None	0.32	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	5q33.3	IL12B	Illumina [7347414] (imputed)	26301688
rs72831309	chr5	Kidney disease (late stage) in type 1 diabetes	9E-6	rs72831309	rs72831309-A	0.04	1,507 European ancestry cases, 250 controls, 1,903 European ancestry controls, 690 controls	5q34	None	Illumina [NR] (imputed)	27647854
rs1050979	chr6	Lymphocyte counts	7E-37	rs1050979	None	0.486445	643,370 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	6p25.3	None	Affymetrix, Illumina [23472807] (imputed)	32888493
rs1050979	chr6	Lymphocyte counts	4E-38	rs1050979	None	0.525212	524,923 European ancestry individuals	6p25.3	None	Affymetrix, Illumina [50265552] (imputed)	32888493
rs13217044	chr6	Chronic kidney disease (chronic kidney disease vs normal or mildly reduced eGFR) in type 1 diabetes	4E-6	rs13217044	None	0.71	1,142 European ancestry cases, 113 cases, 2,442 European ancestry controls, 467 controls	6p24.3	None	Illumina [NR] (imputed)	27647854
rs12203596	chr6	Fulminant type 1 diabetes	6E-6	rs12203596	None	None	257 Japanese ancestry cases, 419 Japanese ancestry controls	6p22.3	FLJ23152	Affymetrix [426851] (imputed)	30552108
rs4320356	chr6	Type 1 diabetes	3E-8	rs4320356	None	0.28	1,005 Han Chinese ancestry cases, 1,257 Han Chinese ancestry controls	6p22.2	BTN3A1	Illumina [787224] (imputed)	31152121
rs9260151	chr6	C-peptide levels in type I diabetes	8E-8	rs9260151	None	0.09	3,479 European ancestry individuals	6p22.1	MHC, HLA-A	Illumina [7988630] (imputed)	29404672
rs2523989	chr6	Type 1 diabetes and autoimmune thyroid diseases	2E-8	rs2523989	None	None	346 European ancestry cases, 727 European ancestry controls	6p22.1	TRIM31	Illumina [514008]	25936594
rs61211515	chr6	Stimulated C-peptide levels in type I diabetes	1E-7	rs61211515	None	0.16	1,303 European ancestry individuals	6p22.1	MHC	Illumina [8978838] (imputed)	29404672
rs61211515	chr6	C-peptide levels in type I diabetes	2E-6	rs61211515	None	0.16	3,479 European ancestry individuals	6p22.1	MHC	Illumina [7988630] (imputed)	29404672
rs886424	chr6	Type 1 diabetes and autoimmune thyroid diseases	3E-14	rs886424	None	None	346 European ancestry cases, 727 European ancestry controls	6p21.33	IER3, DDR1	Illumina [514008]	25936594
rs886424	chr6	Bipolar disorder and schizophrenia	9E-7	rs886424	None	None	2,111 European ancestry schizophrenia cases, 836 European ancestry bipolar disorder cases, 2,535 European ancestry controls	6p21.33	other genes, MHC	Affymetrix [745006]	22688191
rs118124843	chr6	Microalbuminuria in type 1 diabetes	4E-8	rs118124843	None	0.011	2,447 European ancestry cases, 12,113 European ancestry controls	6p21.33	DDR1, VARS2	Illumina [up to 49000000] (imputed)	31537649
rs2251396	chr6	Type 1 diabetes and autoimmune thyroid diseases	1E-22	rs2251396	None	None	346 European ancestry cases, 727 European ancestry controls	6p21.33	PSORS1C1, MICA, HCP5	Illumina [514008]	25936594
rs3093664	chr6	Blood protein levels	8E-64	rs3093664	None	0.917	3,200 European ancestry individuals	6p21.33	MICB	Illumina [> 1000000] (imputed)	30072576
rs3093664	chr6	Blood protein levels	8E-11	rs3093664	None	0.916875	3,200 European ancestry individuals	6p21.33	MICB	Illumina [> 1000000] (imputed)	30072576
rs3093664	chr6	Blood protein levels	3E-14	rs3093664	None	0.916875	3,200 European ancestry individuals	6p21.33	MICB	Illumina [> 1000000] (imputed)	30072576
rs3093664	chr6	Blood protein levels	1E-10	rs3093664	None	0.916875	3,200 European ancestry individuals	6p21.33	MICB	Illumina [> 1000000] (imputed)	30072576
rs2857595	chr6	Lung function (FEV1/FVC)	4E-9	rs2857595	None	0.213	48,943 European ancestry individuals	6p21.33	NCR3	Affymetrix [27624732] (imputed)	28166213
rs2857595	chr6	Lung function (FEV1)	2E-6	rs2857595	None	0.21	48,943 European ancestry individuals.	6p21.33	NCR3	Affymetrix [up to 27624732] (imputed)	28166213
rs2857595	chr6	Type 1 diabetes and autoimmune thyroid diseases	2E-23	rs2857595	None	None	346 European ancestry cases, 727 European ancestry controls	6p21.33	NFKBIL1, LTA, NCR3	Illumina [514008]	25936594
rs2857595	chr6	Laryngeal squamous cell carcinoma	2E-15	rs2857595	None	0.50	993 Chinese ancestry cases, 1,995 Chinese ancestry controls	6p21.33	AIF1, HLA	Affymetrix [662108]	25194280
rs2857595	chr6	Pulmonary function (smoking interaction)	8E-8	rs2857595	None	None	50,047 European ancestry individuals	6p21.33	NCR3	NR [~ 2500000] (imputed)	23284291
rs2857595	chr6	Pulmonary function	2E-10	rs2857595	None	0.81	48,201 European ancestry individuals	6p21.33	NCR3	Affymetrix, Illumina [~ 2500000] (imputed)	21946350
rs2857595	chr6	Pulmonary function	1E-6	rs2857595	None	0.81	48,201 European ancestry individuals	6p21.33	NCR3	Affymetrix, Illumina [~ 2500000] (imputed)	21946350
rs1270942	chr6	Systemic lupus erythematosus	2E-165	rs1270942	None		5,201 European ancestry cases, 9,066 European ancestry controls	6p21.33	MHC class III	Illumina [644674]	26502338
rs1270942	chr6	Type 1 diabetes and autoimmune thyroid diseases	5E-25	rs1270942	None	None	346 European ancestry cases, 727 European ancestry controls	6p21.33	BAT2, HSPA1L, CFB, TNXB, NOTCH4	Illumina [514008]	25936594
rs1980493	chr6	Type 1 diabetes and autoimmune thyroid diseases	2E-20	rs1980493	None	None	346 European ancestry cases, 727 European ancestry controls	6p21.32	BTNL2	Illumina [514008]	25936594
rs1980493	chr6	Idiopathic membranous nephropathy	1E-48	rs1980493	None	0.1656	556 European ancestry cases, 2,338 European ancestry controls	6p21.32	BTNL2	Illumina [242824]	21323541
rs1980493	chr6	Anti-cyclic Citrullinated Peptide Antibody	5E-7	rs1980493	None	0.13	531 European ancestry cases	6p21.32	HLA-DRA, BTNL2	Affymetrix [97248]	19287509
rs9268645	chr6	Type 1 diabetes	1E-100	rs9268645	None	None	7,514 European ancestry cases, 9,045 European ancestry controls	6p21.32	MHC	Affymetrix, Illumina [841622] (imputed)	19430480
rs9268853	chr6	Fulminant type 1 diabetes	2E-23	rs9268853	None	None	257 Japanese ancestry cases, 419 Japanese ancestry controls	6p21.32	HLA	Affymetrix [426851] (imputed)	30552108
rs9268853	chr6	Ulcerative colitis	3E-6	rs9268853	None	0.64	388 Korean ancestry cases, 739 Korean ancestry controls	6p21.32	MHC	Illumina [581060]	23511034
rs9268853	chr6	Lymphoma	2E-10	rs9268853	None	None	275 Follicular non-Hodgkin's Lymphoma cases, 269 diffuse large B-cell non-Hodgkin's Lymphoma cases, 198 other non-Hodgkin's Lymphoma cases, 202 Hodgkin's Lymphoma cases, 4,044 controls	6p21.32	BTLN2, HLA-DRA, HLA-DRB5, HLA-DRB1	Affymetrix [530583]	23349640
rs9268853	chr6	Ulcerative colitis	1E-55	rs9268853	None	0.66	6,687 European ancestry cases, 19,718 European ancestry controls	6p21.32	HLA-DRA, HLA-DRB5, BTNL2, HLA-DRB1, HLA-DQA1	Affymetrix, Illumina [~ 1100000] (imputed)	21297633
rs9272346	chr6	Asthma	2E-156	rs9272346	None	0.61	84,492 European ancestry cases, 2,149 African American cases, 606 Hispanic cases, 1,239 Japanese ancestry cases, 437,036 European ancestry controls, 6,055 African American controls, 792 Hispanic controls, 3,976 Japanese ancestry controls	6p21.32	HLA-DQA1	NR [> 9500000] (imputed)	32296059
rs9272346	chr6	Asthma (childhood onset)	4E-37	rs9272346	None	0.59	9,433 British ancestry cases, 318,237 British ancestry controls	6p21.32	None	Affymetrix [10894596] (imputed)	31036433
rs9272346	chr6	Asthma (age of onset)	7E-8	rs9272346	None	0.59	37,846 British ancestry individuals	6p21.32	None	Affymetrix [10894596] (imputed)	31036433
rs9272346	chr6	Asthma (adult onset)	2E-47	rs9272346	None	0.59	21,564 British ancestry cases, 318,237 British ancestry controls	6p21.32	None	Affymetrix [10894596] (imputed)	31036433
rs9272346	chr6	Asthma	6E-24	rs9272346	None	0.56	19,954 European ancestry cases, 107,715 European ancestry controls, 2,149 African ancestry cases, 6,055 African ancestry controls, 1,239 Japanese ancestry cases, 3,976 Japanese ancestry controls, 606 Latino cases, 792 Latino controls	6p21.32	HLA-DRB1, HLA-DQA1	Affymetrix, Illumina, Perlegen [2831075] (imputed)	29273806
rs9272346	chr6	Asthma	2E-28	rs9272346	None	0.56	19,954 European ancestry cases, 107,715 European ancestry controls	6p21.32	HLA-DRB1, HLA-DQA1	Affymetrix, Illumina, Perlegen [2831075] (imputed)	29273806
rs9272346	chr6	Asthma (time to onset)	2E-8	rs9272346	None	0.59	5,462 European ancestry cases, 8,424 European ancestry controls	6p21.32	HLA-DQA1	Illumina [2387926] (imputed)	27130862
rs9272346	chr6	Asthma	2E-8	rs9272346	None	None	Up to 1,238 European ancestry cases, up to 2,617 European ancestry controls	6p21.32	HLA-DQA1	Affymetrix [455089]	23181788
rs9272346	chr6	Type 1 diabetes	6E-129	rs9272346	None	None	3,561 European ancestry cases, 4,646 European ancestry controls	6p21.32	HLA	Affymetrix [up to 335565]	18978792
rs9272346	chr6	Type 1 diabetes	5E-134	rs9272346	None	0.61	1,963 European ancestry cases, 2,938 European ancestry controls	6p21.32	MHC	Affymetrix [469557]	17554300
rs9273363	chr6	Type 1 diabetes	5E-138	rs9273363	None	0.13	1,021 African American cases, 2,928 African American controls	6p21.32	MHC	Illumina [114874]	30659077
rs9273363	chr6	Chronic lymphocytic leukemia	2E-10	rs9273363	None	0.27	2,179 European ancestry cases, 6,221 European ancestry controls	6p21.32	HLA	Illumina [549934]	23770605
rs9273368	chr6	Latent autoimmune diabetes vs. type 2 diabetes	3E-78	rs9273368	None	0.301	2,779 European ancestry latent autoimmune diabetes cases, 10,396 European ancestry type 2 diabetes cases	6p21.32	HLA-DQB1	Affymetrix, Illumina [8328843] (imputed)	30254083
rs9273368	chr6	Latent autoimmune diabetes vs. type 1 diabetes	8E-40	rs9273368	None	0.35	2,454 European ancestry latent autoimmune diabetes cases, 968 European ancestry type 1 diabetes cases	6p21.32	HLA-DQB1	Affymetrix, Illumina [8465706] (imputed)	30254083
rs1770	chr6	Type 1 diabetes	2E-232	rs1770	None	0.46	1,005 Han Chinese ancestry cases, 1,257 Han Chinese ancestry controls	6p21.32	HLA-DQB1	Illumina [787224] (imputed)	31152121
rs2647044	chr6	Asthma	4E-15	rs2647044	None	0.14736	46,802 European ancestry cases, 347,481 European ancestry controls	6p21.32	BRD2, BTNL2, C6orf10, HCG23, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DQB2, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-DRB6, LOC100294145, NOTCH4, PSMB8, PSMB9, TAP1, TAP2, TAPSAR1	Affymetrix [8274727] (imputed)	31619474
rs2647044	chr6	Pulmonary function	6E-6	rs2647044	None	None	48,201 European ancestry individuals	6p21.32	HLA-DQB1	Affymetrix, Illumina [~ 2500000] (imputed)	21946350
rs2647044	chr6	Type 1 diabetes	1E-16	rs2647044	None	0.13	467 European ancestry trios, 561 European ancestry cases, 1,143 European ancestry controls	6p21.32	HLA-DRB1	Illumina [543071]	17632545
rs3135002	chr6	Random C-peptide levels in type I diabetes	3E-8	rs3135002	None	0.03	1,497 European ancestry individuals	6p21.32	MHC	Illumina [8320327] (imputed)	29404672
rs3135002	chr6	C-peptide levels in type I diabetes	7E-8	rs3135002	None	0.03	3,479 European ancestry individuals	6p21.32	MHC	Illumina [7988630] (imputed)	29404672
