DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	3p21.31	3	49534707	DAG1	DAG1			ENSG00000173402			rs4625-G	rs4625	0	4625	3_prime_UTR_variant	0	0.31	8.00E-11	10.09691001				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	2p25.3	2	2944140	TSSC1	LINC01250			ENSG00000234423			rs114846446-A	rs114846446	0	114846446	intron_variant	0	0.01	2.00E-07	6.698970004				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, psoriasis, ankylosing spondylitis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	4p16.2	4	4990640	CYTL1	RN7SKP113 - CYTL1	ENSG00000200761	ENSG00000170891		69576	23946	rs7672495-C	rs7672495	0	7672495	regulatory_region_variant	1	0.18	1.00E-07	7				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	4q35.1	4	182824168	TNM3	TENM3 - DCTD	ENSG00000218336	ENSG00000129187		21144	65892	rs7660520-A	rs7660520	0	7660520	intergenic_variant	1	0.26	8.00E-11	10.09691001				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	5q11.2	5	56148856	ANKRD55	ANKRD55			ENSG00000164512			rs7731626-A	rs7731626	0	7731626	intron_variant	0	0.39	1.00E-10	10				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	5q15	5	96888176	ERAP2	ERAP2			ENSG00000164308			rs4869313-T	rs4869313	0	4869313	intron_variant	0	0.42	9.00E-08	7.045757491				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	5q31.1	5	132475490	IL5	"IRF1, IRF1-AS1"			"ENSG00000125347, ENSG00000197536"			rs11741255-A	rs11741255	0	11741255	intron_variant	0	0.42	2.00E-09	8.698970004				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	16q12.1	16	50270338	ADCY7	ADCY7			ENSG00000121281			rs77150043-T	rs77150043	0	77150043	intron_variant	0	0.23	6.00E-09	8.22184875				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	Xq26.3	X	136583619	CD40LG	RNU6-320P - LINC00892	ENSG00000252320	ENSG00000233093		274	55920	rs2807264-C	rs2807264	0	2807264	intergenic_variant	1	0.21	1.00E-08	8				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
31/08/2016	26301688	Li YR	2015-08-24	Nat Med	www.ncbi.nlm.nih.gov/pubmed/26301688	Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.	Pediatric autoimmune diseases	"97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls"	NA	Xq26.3	X	136949968	RBMX	RPL22P23 - SRRM1P3	ENSG00000232379	ENSG00000237307		1835	26449	rs12863738-T	rs12863738	0	12863738	intron_variant	1	0.17	6.00E-08	7.22184875				Illumina [7347414] (imputed)	N	"autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://www.orpha.net/ORDO/Orphanet_1572, http://purl.obolibrary.org/obo/MONDO_0005147, http://www.ebi.ac.uk/efo/EFO_0003898, http://www.ebi.ac.uk/efo/EFO_0000676, http://www.ebi.ac.uk/efo/EFO_0001060, http://www.ebi.ac.uk/efo/EFO_0002690, http://www.ebi.ac.uk/efo/EFO_0000729, http://www.ebi.ac.uk/efo/EFO_0000384, http://www.ebi.ac.uk/efo/EFO_0005140, http://www.ebi.ac.uk/efo/EFO_0002609"	GCST003097	Genome-wide genotyping array
22/03/2014	24029427	Sandholm N	2013-09-12	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/24029427	Chromosome 2q31.1 associates with ESRD in women with type 1 diabetes.	End-stage renal disease in Type 1 diabetics	"258 European ancestry female cases, 935 European ancestry female controls, 387 European ancestry male cases, 655 European ancestry male controls"	"178 European ancestry female cases, 594 European ancestry female controls, 251 European ancestry male cases, 494 European ancestry male controls, 252 female cases, 479 female controls, 256 male cases, 342 male controls"	2q31.1	2	173598126	"CDCA7, SP3"							rs4972593-A	rs4972593	0	4972593	intergenic_variant	1	0.14	4.00E-08	7.397940009	(Women)	1.81	[1.47-2.24]	Illumina [2400000] (imputed)	N	chronic kidney disease	http://www.ebi.ac.uk/efo/EFO_0003884	GCST002182	Genome-wide genotyping array
24/07/2015	25476525	Germain M	2014-12-06	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/25476525	"SORBS1 gene, a new candidate for diabetic nephropathy: results from a multi-stage genome-wide association study in patients with type 1 diabetes."	Diabetic nephropathy in type 1 diabetes	"683 European ancestry cases, 779 European ancestry controls"	"2,962 European ancestry cases, 3,379 European ancestry controls"	10q24.1	10	95524324	SORBS1	SORBS1			ENSG00000095637			rs1326934-T	rs1326934	0	1326934	intron_variant	0	0.57	6.00E-07	6.22184875		1.19	[1.11-1.27]	Illumina [11133962] (imputed)	N	diabetic nephropathy	http://www.ebi.ac.uk/efo/EFO_0000401	GCST002716	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	12q24.13	12	112049014	"SH2B3, TRAFD1, PTPN11, LNK"	NAA25			ENSG00000111300			rs17696736-G	rs17696736	0	17696736	intron_variant	0	0.42	2.00E-14	13.69897		1.34	[1.16-1.53]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	4q27	4	122277280	NR	KIAA1109			ENSG00000138688			rs6534347-A	rs6534347	0	6534347	intron_variant	0	0.35	2.00E-06	5.698970004		1.3	[1.10-1.55]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	1p13.2	1	113761186	PTPN22	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	upstream_gene_variant	1	0.1	5.00E-26	25.30103		1.82	[1.59-2.09]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	12q13.2	12	56076841	ERBB3	ERBB3			ENSG00000065361			rs11171739-C	rs11171739	0	11171739	5_prime_UTR_variant	0	0.42	1.00E-11	11		1.34	[1.17-1.54]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	16p13.13	16	11086016	KIAA0350	CLEC16A			ENSG00000038532			rs12708716-A	rs12708716	0	12708716	intron_variant	0	0.65	5.00E-07	6.301029996		1.19	[0.97-1.45]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	12p13.31	12	9703362	NR	CLEC2D - LINC02390	ENSG00000069493	ENSG00000256582		3809	715	rs11052552-G	rs11052552	0	11052552	intergenic_variant	1	0.49	7.00E-07	6.15490196		1.49	[1.28-1.73]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	4q27	4	122408207	NR	ADAD1			ENSG00000164113			rs17388568-A	rs17388568	0	17388568	intron_variant	0	0.26	3.00E-06	5.522878745		1.26	[1.11-1.42]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	12p13.31	12	9681032	NR	CLEC2D			ENSG00000069493			rs3764021-C	rs3764021	0	3764021	splice_region_variant	0	0.47	5.00E-08	7.301029996		1.57	[1.38-1.79]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	5q31.1	5	133293192	NR	FSTL4			ENSG00000053108			rs17166496-G	rs17166496	0	17166496	intron_variant	0	0.61	5.00E-06	5.301029996		1.3	[1.15-1.47]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
16/06/2008	17554300	Wellcome Trust Case Control Consortium	2007-06-07	Nature	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	Type 1 diabetes	"1,963 European ancestry cases, 2,938 European ancestry controls"	(see Todd 2007)	6p21.32	6	32636595	MHC	"HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1"			"ENSG00000232062, ENSG00000206305, ENSG00000236418, ENSG00000225890, ENSG00000196735"			rs9272346-G	rs9272346	0	9272346	intron_variant	0	0.61	5.00E-134	133.30103		5.49	[4.83-6.24]	Affymetrix [469557]	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST000043	Genome-wide genotyping array
31/03/2017	27647854	Sandholm N	2016-09-19	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/27647854	The Genetic Landscape of Renal Complications in Type 1 Diabetes.	Kidney disease (end stage renal disease vs normoalbuminuria) in type 1 diabetes	"729 European ancestry cases, 84 cases, 1,903 European ancestry controls, 491 controls"	"94 European ancestry cases, 964 cases, 627 European ancestry controls, 3187 controls"	4q21.3	4	86607925	PTPN13	PTPN13			ENSG00000163629			rs61277444-G	rs61277444	0	61277444	intron_variant	0	0.08	6.00E-06	5.22184875		1.42	[1.20-1.67]	Illumina [NR] (imputed)	N	"chronic kidney disease, diabetic nephropathy"	"http://www.ebi.ac.uk/efo/EFO_0003884, http://www.ebi.ac.uk/efo/EFO_0000401"	GCST003861	Genome-wide genotyping array
31/03/2017	27647854	Sandholm N	2016-09-19	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/27647854	The Genetic Landscape of Renal Complications in Type 1 Diabetes.	Chronic kidney disease (severe chronic kidney disease vs normal kidney function) in type 1 diabetes	"907 European ancestry cases, 210 cases, 1,661 European ancestry controls, 357 controls"	"1,266 cases, 2,655 controls"	20q13.33	20	60318758	NR	MIR646HG			ENSG00000228340			rs6027504-T	rs6027504	0	6027504	intron_variant	0	0.6	3.00E-06	5.522878745		1.21	[1.12-1.30]	Illumina [NR] (imputed)	N	"chronic kidney disease, diabetic nephropathy"	"http://www.ebi.ac.uk/efo/EFO_0003884, http://www.ebi.ac.uk/efo/EFO_0000401"	GCST003863	Genome-wide genotyping array
31/03/2017	27647854	Sandholm N	2016-09-19	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/27647854	The Genetic Landscape of Renal Complications in Type 1 Diabetes.	Chronic kidney disease (severe chronic kidney disease vs normal kidney function) in type 1 diabetes	"907 European ancestry cases, 210 cases, 1,661 European ancestry controls, 357 controls"	"1,266 cases, 2,655 controls"	7q36.1	7	148443990	CNTNAP2	RN7SL72P - NA	ENSG00000243374			5413		rs1989248-C	rs1989248	0	1989248	intron_variant	1	0.29	6.00E-07	6.22184875		1.26	[1.15-1.38]	Illumina [NR] (imputed)	N	"chronic kidney disease, diabetic nephropathy"	"http://www.ebi.ac.uk/efo/EFO_0003884, http://www.ebi.ac.uk/efo/EFO_0000401"	GCST003863	Genome-wide genotyping array
