Pathway ID	Description	Parent(s)	p-Value	Genes Involved	Variation IDs
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs113114656
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs114378220
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs12722495
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs1405209
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs143723948
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs1493696
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs193778
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs34090353
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs3802214
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs3802604
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs3842753
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs416603
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs537544
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs574384
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs61839660
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs689
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs706778
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs706779
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs72743477
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs73018809
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs7903146
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs80028505
R-HSA-74160	Gene expression (Transcription)	Gene expression (Transcription)	0.504652	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NFIB,NOTCH2,NR4A3,NUP210,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs9934817
R-HSA-1442490	Collagen degradation	Extracellular matrix organization	0.506794	COL4A3	rs55703767
R-HSA-211897	Cytochrome P450 - arranged by substrate type	Metabolism	0.506794	AHR	rs6461299
R-HSA-373755	Semaphorin interactions	Developmental Biology	0.506794	FARP2	rs10933559
R-HSA-4608870	Asymmetric localization of PCP proteins	Signal Transduction	0.506794	PSMB2	rs574384
R-HSA-5358346	Hedgehog ligand biogenesis	Signal Transduction	0.512227	PSMB2	rs574384
R-HSA-8873719	RAB geranylgeranylation	Metabolism of proteins	0.512227	RAB5B	rs705699
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Cellular responses to external stimuli	0.517601	PSMB2	rs574384
R-HSA-69563	p53-Dependent G1 DNA Damage Response	Cell Cycle	0.517601	PSMB2	rs574384
R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	Cell Cycle	0.517601	PSMB2	rs574384
R-HSA-8939211	ESR-mediated signaling	Signal Transduction	0.518943	AGO2,ERBB4,GATA3	rs3802214
R-HSA-8939211	ESR-mediated signaling	Signal Transduction	0.518943	AGO2,ERBB4,GATA3	rs3802604
R-HSA-8939211	ESR-mediated signaling	Signal Transduction	0.518943	AGO2,ERBB4,GATA3	rs537544
R-HSA-8939211	ESR-mediated signaling	Signal Transduction	0.518943	AGO2,ERBB4,GATA3	rs7588550
R-HSA-1169091	Activation of NF-kappaB in B cells	Immune System	0.522917	PSMB2	rs574384
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	Cell Cycle	0.522917	PSMB2	rs574384
R-HSA-68882	Mitotic Anaphase	Cell Cycle	0.523896	PSMB2	rs574384
R-HSA-2555396	Mitotic Metaphase and Anaphase	Cell Cycle	0.524126	PSMB2	rs574384
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	Metabolism of RNA	0.526269	NUP210	rs73018809
R-HSA-5658442	Regulation of RAS by GAPs	Signal Transduction;Immune System	0.528174	PSMB2	rs574384
R-HSA-68867	Assembly of the pre-replicative complex	DNA Replication	0.528174	PSMB2	rs574384
R-HSA-69615	G1/S DNA Damage Checkpoints	Cell Cycle	0.528174	PSMB2	rs574384
R-HSA-8948751	Regulation of PTEN stability and activity	Signal Transduction	0.533374	PSMB2	rs574384
R-HSA-166786	Creation of C4 and C2 activators	Immune System	0.543604	COLEC10	rs13259300
R-HSA-448424	Interleukin-17 signaling	Immune System	0.543604	MAPK14	rs80028505
R-HSA-4551638	SUMOylation of chromatin organization proteins	Metabolism of proteins	0.543604	NUP210	rs73018809
R-HSA-68949	Orc1 removal from chromatin	DNA Replication;Cell Cycle	0.543604	PSMB2	rs574384
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Cell Cycle	0.548635	PSMB2	rs574384
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Cell Cycle	0.548635	PSMB2	rs574384
R-HSA-199992	trans-Golgi Network Vesicle Budding	Vesicle-mediated transport	0.548635	M6PR	rs1805731
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	DNA Replication;Cell Cycle	0.548635	PSMB2	rs574384
R-HSA-70171	Glycolysis	Metabolism	0.548635	NUP210	rs73018809
R-HSA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	Cell Cycle	0.553612	PSMB2	rs574384
R-HSA-8939902	Regulation of RUNX2 expression and activity	Gene expression (Transcription)	0.553612	PSMB2	rs574384
R-HSA-1169408	ISG15 antiviral mechanism	Immune System	0.558533	NUP210	rs73018809
R-HSA-1234174	Cellular response to hypoxia	Cellular responses to external stimuli	0.563401	PSMB2	rs574384
R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	Metabolism of RNA	0.563401	NUP210	rs73018809
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	Cell Cycle	0.563401	PSMB2	rs574384
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs10786436
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs2269241
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs2269242
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs2269247
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs516246
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs602662
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs73018809
R-HSA-71387	Metabolism of carbohydrates	Metabolism	0.563800	FUT2,HPSE2,NUP210,PGM1	rs855330
R-HSA-1852241	Organelle biogenesis and maintenance	Organelle biogenesis and maintenance	0.565934	CAMK4,KIF17,MAPK14,SEPT2	rs114378220
R-HSA-1852241	Organelle biogenesis and maintenance	Organelle biogenesis and maintenance	0.565934	CAMK4,KIF17,MAPK14,SEPT2	rs13018977
R-HSA-1852241	Organelle biogenesis and maintenance	Organelle biogenesis and maintenance	0.565934	CAMK4,KIF17,MAPK14,SEPT2	rs17407280
R-HSA-1852241	Organelle biogenesis and maintenance	Organelle biogenesis and maintenance	0.565934	CAMK4,KIF17,MAPK14,SEPT2	rs80028505
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	Cell Cycle	0.568216	PSMB2	rs574384
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	Metabolism of proteins	0.572978	NUP210	rs73018809
R-HSA-5619084	ABC transporter disorders	Disease	0.572978	PSMB2	rs574384
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	Immune System	0.577689	IFIH1	rs1990760
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	Immune System	0.577689	IFIH1	rs35667974
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	Immune System	0.577689	IFIH1	rs72871627
R-HSA-422356	Regulation of insulin secretion	Metabolism	0.577689	INS	rs3842753
R-HSA-422356	Regulation of insulin secretion	Metabolism	0.577689	INS	rs689
R-HSA-74752	Signaling by Insulin receptor	Signal Transduction	0.577689	INS	rs3842753
R-HSA-74752	Signaling by Insulin receptor	Signal Transduction	0.577689	INS	rs689
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs11258747
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs113114656
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs114378220
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs12722495
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs1405209
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs143723948
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs1493696
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs193778
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs34090353
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs3802214
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs3802604
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs3842753
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs416603
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs537544
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs574384
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs61839660
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs689
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs706778
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs706779
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs72743477
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs7903146
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs80028505
R-HSA-73857	RNA Polymerase II Transcription	Gene expression (Transcription)	0.577840	AGO2,CAMK4,GATA3,IL2RA,INS,MAPK14,NOTCH2,NR4A3,PAX5,PRKCQ,PSMB2,RBFOX1,RMI2,RPAP2,SMAD2,SMAD3,TCF7L2	rs9934817
R-HSA-5653656	Vesicle-mediated transport	Vesicle-mediated transport	0.581554	FNBP1,GRK3,IL7R,INS,M6PR,RAB5B	rs10988542
R-HSA-5653656	Vesicle-mediated transport	Vesicle-mediated transport	0.581554	FNBP1,GRK3,IL7R,INS,M6PR,RAB5B	rs1805731
R-HSA-5653656	Vesicle-mediated transport	Vesicle-mediated transport	0.581554	FNBP1,GRK3,IL7R,INS,M6PR,RAB5B	rs373009901
R-HSA-5653656	Vesicle-mediated transport	Vesicle-mediated transport	0.581554	FNBP1,GRK3,IL7R,INS,M6PR,RAB5B	rs3842753
R-HSA-5653656	Vesicle-mediated transport	Vesicle-mediated transport	0.581554	FNBP1,GRK3,IL7R,INS,M6PR,RAB5B	rs689
R-HSA-5653656	Vesicle-mediated transport	Vesicle-mediated transport	0.581554	FNBP1,GRK3,IL7R,INS,M6PR,RAB5B	rs6897932
R-HSA-5653656	Vesicle-mediated transport	Vesicle-mediated transport	0.581554	FNBP1,GRK3,IL7R,INS,M6PR,RAB5B	rs705699
R-HSA-6806834	Signaling by MET	Signal Transduction	0.582347	PTPN2	rs12971201
R-HSA-6806834	Signaling by MET	Signal Transduction	0.582347	PTPN2	rs1893217
R-HSA-8852135	Protein ubiquitination	Metabolism of proteins	0.582347	HLA-A	rs9260151
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	Cell Cycle	0.582347	PSMB2	rs574384
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs113114656
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs1275406
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs17206992
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs1990760
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs35667974
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs3802604
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs3842753
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs4625
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs537544
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs539514
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs574384
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs689
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs705699
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs72743477
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs72871627
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs73018809
R-HSA-597592	Post-translational protein modification	Metabolism of proteins	0.584674	DAG1,DCAF5,GALNT13,GATA3,HLA-A,IFIH1,INS,LMO7,NUP210,PSMB2,RAB5B,SMAD2,SMAD3	rs9260151
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	Cell Cycle	0.586955	PSMB2	rs574384
R-HSA-6807505	RNA polymerase II transcribes snRNA genes	Gene expression (Transcription)	0.591512	RPAP2	rs34090353
R-HSA-1169410	Antiviral mechanism by IFN-stimulated genes	Immune System	0.596019	NUP210	rs73018809
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	Cellular responses to external stimuli	0.596019	NUP210	rs73018809
R-HSA-69202	Cyclin E associated events during G1/S transition 	Cell Cycle	0.600477	PSMB2	rs574384
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	Immune System	0.604887	MAPK14	rs80028505
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	Immune System	0.604887	MAPK14	rs80028505
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	Developmental Biology	0.604887	TNF	rs3093664
R-HSA-5628897	TP53 Regulates Metabolic Genes	Gene expression (Transcription)	0.604887	AGO2	rs3802214
R-HSA-72202	Transport of Mature Transcript to Cytoplasm	Metabolism of RNA	0.604887	NUP210	rs73018809
R-HSA-975871	MyD88 cascade initiated on plasma membrane	Immune System	0.604887	MAPK14	rs80028505
R-HSA-69002	DNA Replication Pre-Initiation	DNA Replication	0.609248	PSMB2	rs574384
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	Cell Cycle	0.609248	PSMB2	rs574384
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	Cell Cycle	0.613561	PSMB2	rs574384
R-HSA-418346	Platelet homeostasis	Hemostasis	0.613561	MAPK14	rs80028505
R-HSA-453276	Regulation of mitotic cell cycle	Cell Cycle	0.613561	PSMB2	rs574384
R-HSA-5632684	Hedgehog 'on' state	Signal Transduction	0.613561	PSMB2	rs574384
R-HSA-428157	Sphingolipid metabolism	Metabolism	0.626219	PRKD2	rs402072
R-HSA-428157	Sphingolipid metabolism	Metabolism	0.626219	PRKD2	rs425105
R-HSA-6798695	Neutrophil degranulation	Immune System	0.651868	CTSH,HLA-A,HLA-B,MAPK14,PGM1,RAB5B	rs2269241
R-HSA-6798695	Neutrophil degranulation	Immune System	0.651868	CTSH,HLA-A,HLA-B,MAPK14,PGM1,RAB5B	rs2269242
R-HSA-6798695	Neutrophil degranulation	Immune System	0.651868	CTSH,HLA-A,HLA-B,MAPK14,PGM1,RAB5B	rs2269247
